,name,logFC,AveExpr,t,P.Value,adj.P.Val,B,length
1564,FBgn0015872,-1.197519152,1.507334545,-6.165511394,0.000235161,0.003058552,1.038417667,1360.504058
1565,FBgn0015903,-0.395691921,3.581954294,-2.890355136,0.019497991,0.074254316,-3.905623747,2627.582728
1566,FBgn0015904,-0.126466078,2.985839091,-1.166748936,0.275852356,0.49292822,-6.229757206,2734.309984
1567,FBgn0015905,0.225693532,3.061896257,2.205687539,0.057399591,0.163629829,-4.832838607,2560.06275
1568,FBgn0015919,-0.177524707,3.867915579,-1.453244058,0.183023729,0.365139602,-6.154450768,4132.06275
1569,FBgn0015924,0.020855698,6.72645589,0.486232809,0.63942528,0.818736553,-7.698658728,2130.192351
1570,FBgn0015925,0.043340778,3.532385514,0.290746264,0.778403926,0.928216185,-7.054697718,1821.680297
1571,FBgn0015926,0.749700364,-1.375203919,2.097637051,0.068066572,0.184485626,-4.059653846,2159.06275
1572,FBgn0015929,1.055485613,3.135553553,5.770812205,0.000370147,0.004219072,0.369824902,2636.181486
1573,FBgn0015946,0.369486815,2.204322802,2.658127006,0.028069137,0.096185306,-3.876638381,1514.06275
1574,FBgn0015949,0.130487172,7.946180226,3.797038671,0.004946544,0.026812668,-3.26476755,3684.113114
1575,FBgn0016013,-0.313133943,0.462532379,-0.783585906,0.455137285,0.655819354,-5.858174541,1236.06275
1576,FBgn0016031,-1.195074657,4.611345244,-9.292083717,1.17E-05,0.000474534,3.736729255,3084.203113
1577,FBgn0016032,-0.763151178,3.213109364,-5.581400984,0.000463497,0.004855301,0.109964368,844.06275
1578,FBgn0016034,0.289557864,2.36806446,2.690653044,0.026667346,0.093058065,-3.872559785,1667.049857
1579,FBgn0016036,-0.764723794,-3.720568456,-1.659714122,0.134319397,0.292333667,-4.448074148,812.2827219
1580,FBgn0016038,-0.017381909,5.229856163,-0.228078106,0.825124086,0.94621965,-7.539219036,1123.533692
1581,FBgn0016041,-0.065765184,6.591154932,-1.185903709,0.268613052,0.48415697,-7.085685701,2053.051144
1582,FBgn0016047,-0.176890772,-3.628447757,-0.295362762,0.774997029,0.924937107,-5.526275029,4303.980872
1583,FBgn0016053,-0.927802085,-3.628447757,-1.527586267,0.163912538,0.337043062,-4.601592338,457.9311714
1584,FBgn0016054,-0.011713971,0.117025667,-0.039217225,0.969647472,0.983441204,-6.090386988,1833.31275
1585,FBgn0016059,0.045749804,6.353601747,1.175384087,0.272569418,0.489220922,-7.065567342,4061.408117
1586,FBgn0016061,0.0389406,8.015247222,0.669154814,0.521635881,0.711675547,-7.692626326,7581.367717
1587,FBgn0016070,0.04693166,6.380688492,1.359045327,0.210034236,0.402787926,-6.851567599,4699.884886
1588,FBgn0016075,-0.790061921,8.129305032,-7.071647832,8.91E-05,0.001663668,1.073137577,6189.912586
1589,FBgn0016076,0.156411926,4.046586308,0.832280037,0.428628695,0.632143127,-6.88452881,3669.180312
1590,FBgn0016078,-0.394300996,6.738725832,-8.14411905,3.17E-05,0.000832847,2.308918556,1512.813083
1591,FBgn0016081,0.157495706,7.888253092,2.307026618,0.048900011,0.145901962,-5.628974268,10785.73483
1592,FBgn0016119,-0.370730753,7.737352935,-5.098473227,0.000840812,0.00730173,-1.347736097,358.1085859
1593,FBgn0016120,-0.606529246,7.974052136,-6.608911913,0.000144562,0.002253594,0.553588569,537.2346949
1594,FBgn0016122,-0.187165584,4.92076837,-1.910118433,0.091319194,0.229198404,-5.805173168,2500.022594
1595,FBgn0016123,-0.737725096,5.68962209,-13.29458941,7.20E-07,0.00011643,6.536617576,1967.493092
1596,FBgn0016126,0.155525611,9.658214002,2.905115319,0.019054084,0.072926683,-4.776808558,2111.76623
1597,FBgn0016131,0.110153018,2.334205068,0.633611057,0.543457184,0.732081032,-6.5048746,1371.452086
1598,FBgn0016641,-0.044644341,7.161941368,-0.797824119,0.447274157,0.647365649,-7.529896872,4884.06275
1599,FBgn0016650,-0.157368238,4.854722647,-1.352467886,0.212042866,0.405615903,-6.55365826,3009.297567
1600,FBgn0016660,-0.638855816,0.991431946,-2.062564842,0.071928305,0.192606953,-4.465688721,2723.642258
1601,FBgn0016672,-0.378906426,6.783392423,-8.734897725,1.87E-05,0.000620832,2.877176607,1217.06275
1602,FBgn0016675,0.433715707,-3.918688768,1.017124675,0.337924768,0.548353539,-5.085506349,523.053
1603,FBgn0016684,-0.163495087,0.368016062,-0.445911293,0.667105281,0.842001348,-6.047592033,2042.148338
1604,FBgn0016685,-0.101866236,5.322146166,-0.972280251,0.358487363,0.566869561,-7.088516795,734.3546489
1605,FBgn0016687,0.036809029,6.615081412,0.66272581,0.52554282,0.71575044,-7.576082113,969.6421145
1606,FBgn0016691,-0.582923883,7.790633831,-7.932185057,3.85E-05,0.000933225,2.012050133,617.218
1607,FBgn0016693,-0.613705697,6.297026215,-10.07985873,6.29E-06,0.000336268,4.124347284,2493.669101
1608,FBgn0016694,-0.12972368,8.475171283,-3.634875076,0.006275049,0.031981846,-3.550107661,5891.400259
1609,FBgn0016696,0.288075937,10.3004215,3.699883569,0.005701809,0.029823093,-3.543047695,3627.48733
1610,FBgn0016697,-0.244766097,4.679614157,-3.782345891,0.005053568,0.027213646,-2.803034145,699.079371
1611,FBgn0016698,-0.357727593,4.483785644,-4.200252822,0.002782182,0.017697591,-2.11989709,1208.06275
1612,FBgn0016701,0.224673774,6.938712981,4.21170344,0.002738024,0.017511663,-2.555693476,1097.618346
1613,FBgn0016715,0.024328809,1.115786159,0.106506962,0.917718622,0.956234274,-6.348925088,698.140125
1614,FBgn0016726,0.29689917,9.228875397,5.675901883,0.000414053,0.004533433,-0.667157608,154.3505675
1615,FBgn0016754,0.118015774,7.049823468,2.352412709,0.045510432,0.138379574,-5.492759338,5500.589176
1616,FBgn0016756,0.431486074,7.256363522,6.703570186,0.000130692,0.002113705,0.713072653,5291.198556
1617,FBgn0016762,0.189653746,3.448418841,1.809858694,0.106694413,0.254824779,-5.541171947,1045.06275
1618,FBgn0016794,0.272001411,5.384141999,5.268037623,0.000679635,0.006348523,-0.819417811,3090.917188
1619,FBgn0016797,0.045358974,6.758665299,0.890083896,0.398573573,0.599948694,-7.409489143,5322.780017
1620,FBgn0016917,0.238090537,7.910242789,7.45632221,6.07E-05,0.001260272,1.505674388,3567.795925
1621,FBgn0016919,-0.192213828,1.910204091,-0.952692835,0.367757675,0.569135572,-6.114846182,2496.899811
1622,FBgn0016920,-0.28614099,0.468709977,-1.071547258,0.314195968,0.535011085,-5.602483353,6361.217757
1623,FBgn0016926,-0.070058917,7.196943172,-1.36555022,0.208063875,0.399906496,-6.935123489,1865.939167
1624,FBgn0016930,-0.086526982,7.754881004,-2.061468069,0.07205244,0.192902663,-6.000170024,4335.300007
1625,FBgn0016970,-0.067699876,2.461963041,-0.412332973,0.690577526,0.860881825,-6.668635441,635.208375
1626,FBgn0016974,0.628265179,-0.062649482,1.821096784,0.104856475,0.252794075,-4.587075958,1232.06275
1627,FBgn0016976,-0.10945032,10.13723937,-2.632377889,0.029232002,0.099252023,-5.237586858,8001.177451
1628,FBgn0016977,0.102656776,9.649825218,0.996732266,0.347161519,0.555150824,-7.506317943,18759.24572
1629,FBgn0016978,0.320747047,7.570184194,6.353278255,0.000190821,0.002682971,0.276221987,2763.06275
1630,FBgn0016983,0.30094701,5.776959539,4.400882316,0.002107919,0.014327949,-2.112799987,2984.589716
1631,FBgn0016984,-0.033176021,4.436563077,-0.409498706,0.692575538,0.862777509,-7.273690096,3500.756601
1632,FBgn0017414,0.134202409,3.463714735,0.998326676,0.346432501,0.554353069,-6.556406007,845.3068836
1633,FBgn0017418,0.248014348,7.193618398,4.912951234,0.001066241,0.008686037,-1.564410263,4162.589267
1634,FBgn0017429,0.080569061,5.195558168,1.406012266,0.196162571,0.384041598,-6.56972869,1379.517089
1635,FBgn0017430,-0.074184253,4.686872653,-0.738934306,0.480391604,0.670329924,-7.138455013,1042.06275
1636,FBgn0017448,1.236092472,-3.522448143,1.723458625,0.121866514,0.277327967,-4.386330662,1843.033226
1637,FBgn0017456,0.824568655,-1.645766451,2.306731273,0.048922872,0.145939239,-3.756665774,452.33
1638,FBgn0017457,0.140476271,4.553429612,1.858196894,0.098998632,0.242661282,-5.788092048,1101.575375
1639,FBgn0017482,0.136894447,1.752037145,0.700360748,0.502926477,0.692052397,-6.27962951,1774.06275
1640,FBgn0017545,0.142436672,9.353984983,3.127910004,0.013490694,0.056252518,-4.403510178,733.5506591
1641,FBgn0017550,-0.018338862,6.720585922,-0.406964331,0.694364301,0.864241049,-7.736611564,2495.605553
1642,FBgn0017551,0.080635575,4.138490053,0.627000231,0.54757482,0.73560691,-7.068057716,1367.06275
1643,FBgn0017556,2.102878052,-3.079408079,5.286847425,0.000663944,0.006243382,-0.43805581,983.6233383
1644,FBgn0017558,-0.140631868,7.772247102,-3.18833939,0.012294942,0.052367895,-4.211970677,2432.484957
1645,FBgn0017561,-1.745603803,5.733804498,-14.367993,3.88E-07,9.33E-05,7.210897879,3831.261977
1646,FBgn0017566,-0.412739446,8.057246741,-9.626065198,8.96E-06,0.000400327,3.592546951,2382.526494
1647,FBgn0017567,-0.225865331,7.4846002,-3.043470448,0.01536843,0.062149205,-4.423285916,634.20875
1648,FBgn0017572,-0.014437792,6.215926559,-0.188714169,0.854865988,0.94621965,-7.739756835,2070.06275
1649,FBgn0017577,0.487634174,0.499295823,2.072182915,0.070848572,0.190476575,-4.345331317,2267.06275
1650,FBgn0017578,0.062000338,5.246405486,1.058988772,0.319553251,0.541448137,-6.98430639,876.1808107
1651,FBgn0017579,0.190883077,9.412063369,3.313282705,0.010161038,0.045495206,-4.110386283,434.359
1652,FBgn0017581,0.654220392,9.67397328,16.33389909,1.39E-07,6.25E-05,8.058491162,5981.475672
1653,FBgn0017590,-0.075109425,8.323735058,-2.96712792,0.017300265,0.06796981,-4.602490642,3867.06275
1654,FBgn0019624,-0.445421098,8.081883369,-5.747724764,0.000380337,0.004267115,-0.508650371,454.5137612
1655,FBgn0019637,-0.059990995,4.426129913,-0.652895486,0.53155107,0.721357795,-7.131302877,2166.06275
1656,FBgn0019644,-0.416894815,8.234520526,-6.920043546,0.000104168,0.001832967,0.895349592,733.102
1657,FBgn0019650,0.093241949,8.098142213,3.184373461,0.012369914,0.052623519,-4.239907529,3709.817208
1658,FBgn0019662,0.150835265,7.027297099,3.372014075,0.009295932,0.042625029,-3.860826467,2204.35222
1659,FBgn0019686,0.452564308,1.031224056,2.332841422,0.046942383,0.141470332,-4.078847444,1935.168318
1660,FBgn0019809,0.648785021,-0.144397026,1.125802906,0.291857142,0.512612684,-5.41205495,2143.06275
1661,FBgn0019828,1.246663491,-1.567524666,2.28153987,0.050912356,0.150334432,-3.79478799,957.06275
1662,FBgn0019830,-0.230326418,4.47777081,-2.107125228,0.067057036,0.182761257,-5.393527814,1269.678576
1663,FBgn0019890,0.084159456,7.875781005,2.486349961,0.03681691,0.118138055,-5.344584881,4601.232147
1664,FBgn0019925,0.125576637,6.29972501,1.683169663,0.129606801,0.285163323,-6.40960075,1456.06275
1665,FBgn0019928,-0.36960644,-3.522448143,-0.67981083,0.51519947,0.705561139,-5.362428786,659.9967246
1666,FBgn0019929,-0.530774086,1.462229124,-3.08982596,0.014306117,0.058919606,-3.0206091,1228.06275
1667,FBgn0019932,-0.256282568,4.58688428,-3.113763152,0.013787785,0.057287678,-3.828952939,1039.06275
1668,FBgn0019936,0.061819987,8.698783951,1.364769357,0.208299559,0.400195563,-7.039196122,379.5145
1669,FBgn0019938,0.239331582,4.471424625,4.119967361,0.003114121,0.019159741,-2.239182129,4893.06275
1670,FBgn0019949,0.222009763,4.962176778,1.954012426,0.085273222,0.219449935,-5.750662143,1291.06275
1671,FBgn0019952,-1.789241216,5.430722816,-37.29923446,1.65E-10,2.32E-06,14.48361326,1987.178207
1672,FBgn0019957,-0.340074659,7.347027907,-6.108947189,0.000250651,0.003182958,-0.004592921,1216.93927
1673,FBgn0019960,-0.281692969,7.08122892,-8.776961023,1.81E-05,0.000605673,2.88919012,2441.111622
1674,FBgn0019968,0.145865244,9.045379068,4.396579592,0.002120372,0.014384687,-2.425435175,8595.216452
1675,FBgn0019972,0.511296677,3.884075765,5.528622835,0.000493896,0.005071365,-0.125168386,1742.06275
1676,FBgn0019982,-0.231281465,5.984309603,-2.62272233,0.029680605,0.100291378,-4.922389433,813.4243721
1677,FBgn0019985,0.171921708,8.429093266,2.49655296,0.036227492,0.1165436,-5.363726812,5408.397631
1678,FBgn0019990,0.151437572,4.848943765,1.925461039,0.089160759,0.225902808,-5.765510238,5531.202951
1679,FBgn0020018,-0.001510556,3.367653596,-0.012117352,0.990619228,0.993442108,-7.050046429,1470.06275
1680,FBgn0020224,0.066634211,6.792016838,1.934710113,0.087883209,0.223591531,-6.10922062,4371.764647
1681,FBgn0020235,-0.533056231,8.05998564,-6.975489423,9.84E-05,0.001773067,0.968809899,966.2167816
1682,FBgn0020236,-0.105375829,8.569365907,-1.935769332,0.087738025,0.223383645,-6.242003414,3948.401574
1683,FBgn0020238,-0.084687209,9.772275623,-1.600195088,0.146990816,0.311624957,-6.788799309,2548.06153
1684,FBgn0020248,-0.205807041,2.420342205,-1.035810179,0.329627035,0.548353539,-6.189965085,2077.312042
1685,FBgn0020249,0.17659228,6.538465342,2.40099153,0.042141836,0.130323073,-5.359320727,1209.506678
1686,FBgn0020251,0.068747951,6.749910249,1.495153763,0.17202031,0.349932068,-6.724760939,5579.337967
1687,FBgn0020255,0.07260744,6.827391675,1.045998578,0.32516918,0.546882503,-7.265522779,1186.772902
1688,FBgn0020257,0.154761964,5.432729743,1.87167347,0.096948477,0.238697012,-5.981046817,3848.06275
1689,FBgn0020258,0.133249273,0.720862575,0.505082841,0.626683729,0.807563791,-6.110172359,2277.06275
1690,FBgn0020261,-0.013381992,6.097513471,-0.259155339,0.801849982,0.94621965,-7.7033362,5147.001364
1691,FBgn0020269,-0.097056944,7.288646969,-3.4323752,0.008487194,0.039822746,-3.788056523,2892.98459
1692,FBgn0020270,0.364358522,4.810673791,5.55632244,0.000477678,0.004958907,-0.313677639,1828.06275
1693,FBgn0020272,0.195856277,1.544121102,0.908547538,0.389297948,0.591042625,-6.048286152,2196.283028
1694,FBgn0020277,-1.429038181,-2.973408465,-1.774409843,0.112692131,0.263647521,-4.353921624,758.615809
1695,FBgn0020278,-0.421662571,5.34505001,-7.250322131,7.44E-05,0.001447102,1.586244254,2994.938548
1696,FBgn0020279,-0.298747538,7.77718293,-8.504133619,2.29E-05,0.000682262,2.580217815,4837.128516
1697,FBgn0020280,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,2219.06275
1698,FBgn0020294,-0.050027187,5.969841389,-0.72749477,0.487005732,0.67709429,-7.432076501,4216.768515
1699,FBgn0020299,-0.378267445,6.709333429,-7.726299559,4.68E-05,0.001056743,1.886110116,3818.814788
1700,FBgn0020300,0.505570368,0.002481943,2.595569348,0.030980051,0.103440744,-3.497546445,1133.06275
1701,FBgn0020304,0.183585296,7.504014497,5.21868077,0.000722764,0.006589607,-1.168000615,2920.683411
1702,FBgn0020305,0.355632188,3.292946726,2.019028408,0.077018637,0.20276629,-5.184208714,1000.06275
1703,FBgn0020306,-0.097927573,7.404892773,-1.492994787,0.172572494,0.350654539,-6.788820503,9651.752029
1704,FBgn0020307,-0.617363996,4.79933344,-8.099899085,3.30E-05,0.000851863,2.576927861,3675.870923
1705,FBgn0020309,0.045417983,8.376695136,1.057425641,0.32022501,0.542198782,-7.37283404,5690.317275
1706,FBgn0020312,0.050797641,5.801882194,1.178101122,0.27154304,0.487876373,-6.971292725,3227.819066
1707,FBgn0020369,-0.248884147,5.667790855,-4.228406398,0.002674958,0.017225705,-2.347105053,1219.06275
1708,FBgn0020370,-0.029987432,6.717897079,-0.640009645,0.539489263,0.728426535,-7.604336007,4111.081411
1709,FBgn0020371,0.022532844,-3.324327831,0.038803714,0.969967331,0.983441204,-5.598064782,577.8305882
1710,FBgn0020372,0.231127479,9.670865944,7.448690891,6.12E-05,0.001264684,1.401826161,1402.05853
1711,FBgn0020376,0.619742993,-3.826568069,1.099791914,0.30240423,0.521173401,-5.020447814,988.874
1712,FBgn0020377,0.147957545,-2.10268543,0.384895079,0.710025451,0.876762314,-5.665745271,1898.81275
1713,FBgn0020378,0.202054052,2.894787435,1.113454805,0.296827017,0.518158968,-6.25940011,3553.058064
1714,FBgn0020379,-0.071605408,6.166684122,-1.460262553,0.181138777,0.362100224,-6.69064992,4356.939781
1715,FBgn0020381,0.47204917,4.765974935,4.019057672,0.003592835,0.021217323,-2.461156289,1494.579536
1716,FBgn0020385,0.558206865,5.534841298,3.29117339,0.010508282,0.046605255,-3.7642061,2912.542012
1717,FBgn0020386,0.415431774,7.463274453,11.04204751,3.10E-06,0.000240598,4.787192476,3951.311668
1718,FBgn0020388,0.534443241,6.216166216,8.7965211,1.78E-05,0.000598626,3.001702086,2585.06275
1719,FBgn0020389,-0.100220138,5.435687177,-1.519085058,0.166004076,0.340498233,-6.476287273,2268.302695
1720,FBgn0020391,0.313611257,5.144084797,3.038759226,0.015480896,0.062496294,-4.085534409,3050.06275
1721,FBgn0020392,-0.343635658,4.435695708,-2.86163195,0.020392695,0.076817759,-4.190647048,1627.06275
1722,FBgn0020399,1.116165369,-0.518163245,4.382552647,0.00216152,0.014600631,-1.047470844,1102.06275
1723,FBgn0020407,0.243022041,3.648972461,3.164909747,0.012744848,0.053779745,-3.492907395,2312.06275
1724,FBgn0020412,0.088444034,5.994582818,1.924328341,0.08931843,0.226220859,-6.012333734,5771.358586
1725,FBgn0020414,-0.255700154,8.00090811,-6.066620373,0.000262976,0.003270239,-0.101970381,1567.415539
1726,FBgn0020415,-0.553069826,4.926436052,-3.227646151,0.011577092,0.05006168,-3.726438866,1264.020561
1727,FBgn0020416,0.151494924,3.089869425,1.373124261,0.20578975,0.397325787,-6.019695171,1260.06275
1728,FBgn0020429,0.355820986,-2.591046754,0.503424026,0.627799775,0.808631845,-5.556233986,2765.948253
1729,FBgn0020440,0.008685111,7.176433532,0.169330355,0.869605698,0.94621965,-7.858368568,4766.009445
1730,FBgn0020443,0.122624659,5.825434389,2.366897895,0.044478754,0.135848865,-5.301984024,3916.360388
1731,FBgn0020445,-0.740934524,4.243525968,-7.419998574,6.29E-05,0.001292645,2.001294731,4316.096988
1732,FBgn0020493,0.364443618,5.452095543,7.32595044,6.90E-05,0.001378229,1.645827261,3451.897962
1733,FBgn0020496,0.11111088,8.213171625,3.173289087,0.012581999,0.053284236,-4.26493247,3193.213683
1734,FBgn0020497,0.098237751,7.03480082,3.06256897,0.014921142,0.060762882,-4.355448792,4307.06275
1735,FBgn0020503,0.020327606,7.742957395,0.359913369,0.727930609,0.889503401,-7.846323533,4568.426984
1736,FBgn0020506,0.827315062,-3.720568456,1.721861377,0.122165045,0.277327967,-4.377692135,1363.779124
1737,FBgn0020508,0.685360025,-1.151998285,1.401178354,0.1975526,0.385653578,-4.964999754,664.18525
1738,FBgn0020509,1.702476174,-2.891898878,1.561364217,0.155833588,0.325325436,-4.609222298,292.2714955
1739,FBgn0020510,-0.040536932,6.225033882,-0.750194756,0.473938178,0.668548162,-7.456418956,2200.146175
1740,FBgn0020513,0.916578899,6.250126934,5.8434283,0.000339997,0.003942448,-0.210139537,1694.647085
1741,FBgn0020521,-1.104388389,2.342277156,-3.824546635,0.004752614,0.026010172,-2.095332412,2368.271888
1742,FBgn0020545,0.435131532,4.992827475,4.101894236,0.003194559,0.01950968,-2.391117892,1069.96025
1743,FBgn0020616,0.139503264,6.164692642,1.802864069,0.107853603,0.255835948,-6.218417589,3449.06275
1744,FBgn0020617,0.157200448,3.836254705,1.372263392,0.206047143,0.39761563,-6.24843313,3082.06275
1745,FBgn0020618,0.093262284,9.774886773,1.670732919,0.132086259,0.28930734,-6.691375644,939.0917792
1746,FBgn0020620,0.089175126,7.182105785,2.354998587,0.045324522,0.137863719,-5.500616306,2516.581701
1747,FBgn0020621,0.255921859,7.335076204,6.601048718,0.000145785,0.002256901,0.586937103,4257.752369
1748,FBgn0020622,-0.208703176,5.964636679,-2.232432518,0.055023991,0.158821554,-5.536565987,3928.185088
1749,FBgn0020626,-0.034130648,6.239574555,-0.723230412,0.489486224,0.679529741,-7.479551587,3063.06275
1750,FBgn0020633,-0.139909835,-1.381331799,-0.327595633,0.751357101,0.906561576,-5.780918085,2266.06275
1751,FBgn0020637,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,358.604375
1752,FBgn0020638,-0.345593462,-3.918688768,-0.742848118,0.478142133,0.668548162,-5.291111509,329.59
1753,FBgn0020639,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,334.75825
1754,FBgn0020640,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,292.22175
1755,FBgn0020641,-0.547901321,-2.84984542,-0.761425864,0.467558306,0.663782365,-5.374911132,354.4087381
1756,FBgn0020642,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,320.873625
1757,FBgn0020643,-0.345593462,-3.918688768,-0.742848118,0.478142133,0.668548162,-5.291111509,230.612
1758,FBgn0020644,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,230.692625
1759,FBgn0020645,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,315.922625
1760,FBgn0020646,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,96.054375
1761,FBgn0020647,0.087956477,8.022618296,2.646783009,0.028575525,0.097476165,-5.098001041,4813.741805
1762,FBgn0020653,-0.216337837,7.332996529,-6.606598727,0.00014492,0.002256686,0.59361242,1888.102429
1763,FBgn0020655,-0.057039113,5.502548683,-0.93436392,0.376592104,0.577545162,-7.164413644,1855.159909
1764,FBgn0020660,-0.049550015,7.508121473,-1.02444349,0.334655823,0.548353539,-7.348290264,1353.345285
1765,FBgn0020762,0.072603988,7.587482528,2.424412834,0.040608092,0.126861988,-5.422888318,4283.833359
1766,FBgn0020764,0.035525948,7.017785524,0.652676306,0.531685503,0.721470679,-7.627409383,1657.06275
1767,FBgn0020765,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,430.36725
1768,FBgn0020767,-0.029230684,8.417750159,-0.820558009,0.434910954,0.637921107,-7.600067533,3940.485849
1769,FBgn0020880,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,2041.06275
1770,FBgn0020887,0.261474281,6.182905566,4.902867248,0.001080249,0.008739464,-1.461886182,3854.813463
1771,FBgn0020906,1.658084321,-1.930371477,1.936976839,0.087572794,0.223245603,-4.223027866,680.6490028
1772,FBgn0020907,-0.552173935,7.819904501,-4.560662617,0.001697079,0.012170038,-2.11105565,1098.06275
1773,FBgn0020908,-0.142461699,0.633459686,-0.326095864,0.752451136,0.907259498,-6.165075075,799.0685
1774,FBgn0020909,0.297307654,2.996889162,1.739720364,0.118865459,0.272924346,-5.501671494,1116.06275
1775,FBgn0020910,0.293267118,10.41411652,5.713219934,0.000396144,0.004390958,-0.674142365,1202.981881
1776,FBgn0020912,0.087559806,4.364352202,1.191103041,0.266674988,0.481610414,-6.615721183,3361.768475
1777,FBgn0020930,0.026775107,6.332744201,0.503842531,0.62751811,0.808416989,-7.637381948,1743.555814
1778,FBgn0021738,0.286487795,0.805038042,1.078332682,0.311330747,0.531353411,-5.681227165,1045.06275
1779,FBgn0021742,0.127259528,1.343114329,0.561097971,0.589607161,0.775256865,-6.251468155,1739.06275
1780,FBgn0021750,0.347594499,4.407407688,3.639038749,0.006236559,0.031820237,-2.954730626,1777.821098
1781,FBgn0021760,-0.147029264,6.81843276,-2.585613876,0.03147084,0.104484674,-5.098899785,5299.071771
1782,FBgn0021761,0.373720579,5.604131919,8.150758961,3.15E-05,0.000831421,2.471143901,4271.934471
1783,FBgn0021764,-0.007355041,6.076132924,-0.108969658,0.915824403,0.954860745,-7.730601079,8787.982562
1784,FBgn0021765,0.034181423,5.119229227,0.327700739,0.751280451,0.906546795,-7.482739473,859.5906046
1785,FBgn0021767,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,3057.06275
1786,FBgn0021768,-0.279304905,3.486914255,-2.681915421,0.027036745,0.09385851,-4.211520721,1053.06275
1787,FBgn0021776,-0.392277081,-0.386469562,-1.048156618,0.324230955,0.54576099,-5.44547662,2865.946958
1788,FBgn0021795,-0.208479992,5.025141424,-3.262631966,0.010975068,0.048189656,-3.701057821,620.7130623
1789,FBgn0021796,-0.059585793,5.880716389,-0.810765532,0.440207359,0.640165185,-7.349395192,7799.334445
1790,FBgn0021800,0.284383473,7.999854208,7.379532461,6.55E-05,0.00132585,1.417567271,3482.744892
1791,FBgn0021814,0.025561765,4.946170706,0.293540492,0.776341222,0.926305762,-7.452530092,672.9927725
1792,FBgn0021825,-0.255159075,5.616355936,-3.388497156,0.00906733,0.041844686,-3.629531482,1173.06275
1793,FBgn0021847,-0.08110778,7.033135069,-2.164622619,0.061245085,0.17126481,-5.784381205,2882.208805
1794,FBgn0021856,-0.047395957,4.919749214,-0.488554593,0.637848911,0.817312863,-7.362198491,764.3867652
1795,FBgn0021872,0.126333178,7.888261294,1.73930221,0.11894176,0.272961062,-6.485453146,1949.333252
1796,FBgn0021874,0.147696221,3.047361381,1.111955056,0.297435197,0.518681651,-6.309297735,1399.06275
1797,FBgn0021875,-0.059210521,3.432808634,-0.446240468,0.666877032,0.842001348,-6.96074919,952.1432715
1798,FBgn0021895,0.160391051,7.676754991,2.622868611,0.029673757,0.100291378,-5.112872727,1891.06275
1799,FBgn0021906,-0.333736001,7.91040436,-4.52708135,0.001775639,0.012535445,-2.16639631,727.5877599
1800,FBgn0021944,0.146317446,3.534750605,1.109645349,0.298373769,0.518681651,-6.463174302,1213.972903
1801,FBgn0021967,-0.175421174,6.627472052,-1.699712196,0.126375259,0.280566209,-6.43030751,475.4199142
1802,FBgn0021979,-0.339688686,8.663227111,-6.993550014,9.66E-05,0.0017545,0.953420988,1321.989674
1803,FBgn0021995,0.418083089,3.696877169,3.64909167,0.006144656,0.031499753,-2.746112972,2342.06275
1804,FBgn0022023,0.203908482,7.529992989,4.57344434,0.001668172,0.012017839,-2.073391463,997.4789174
1805,FBgn0022027,-0.222878743,3.962312491,-2.995590156,0.016552132,0.065672029,-3.849332732,493.281125
1806,FBgn0022029,0.222683808,5.22226287,3.261873556,0.010987765,0.04823036,-3.748083672,1789.597106
1807,FBgn0022069,-0.073752148,4.521340233,-0.937997749,0.37482833,0.576032576,-6.922713374,2697.06275
1808,FBgn0022097,-0.21020332,7.626090976,-2.658652484,0.028045903,0.09612909,-5.051809626,879.06275
1809,FBgn0022153,0.251078808,6.889056317,8.078384898,3.36E-05,0.000864109,2.226797438,4722.549635
1810,FBgn0022160,-0.390580514,7.323765562,-7.177272006,8.01E-05,0.001529776,1.242832797,2269.969464
1811,FBgn0022213,-0.270036016,4.350970553,-2.776406991,0.023304701,0.084595222,-4.305445066,3052.06275
1812,FBgn0022224,-0.203157924,3.001296915,-2.722689605,0.025356503,0.089864929,-4.005337563,214.375875
1813,FBgn0022238,0.054517642,7.635400935,0.948627749,0.369703682,0.571257799,-7.432533372,1352.940971
1814,FBgn0022288,0.058662946,3.404238608,0.309659867,0.764478987,0.917049058,-7.008549153,1512.156983
1815,FBgn0022338,-0.03248964,3.874320367,-0.413131703,0.690014925,0.860348991,-7.110934166,1039.366733
1816,FBgn0022343,0.138480543,5.129358303,1.648297753,0.136669615,0.295484284,-6.232149172,924.993547
1817,FBgn0022344,-0.560767004,5.403708494,-8.480107604,2.34E-05,0.000691051,2.831341467,753.081875
