"","name","control_mean","starvation_mean","theta","prob","log2FC","rowMeans.txi.length..na.rm...TRUE."
"3229","FBgn0030316",126.9348748,153.122371,-0.303986937,0.931830394,-0.270596576,1558.94465927197
"3230","FBgn0030317",91.24874128,116.7824369,-0.301826435,0.930870588,-0.355946759,1975.06275
"3231","FBgn0030318",212.1906358,289.6980116,-0.706298712,0.983464024,-0.449188793,2100.39547248704
"3232","FBgn0030319",1.341033191,2.725545788,-0.392452379,0.955927852,-1.023200213,586.7111204574
"3233","FBgn0030320",492.9537563,513.6578916,-0.137611295,0.731799361,-0.059355495,3576.55354936862
"3234","FBgn0030321",175.9355628,178.6482492,-0.029607583,0.073185517,-0.022074644,2787.30687151284
"3235","FBgn0030323",254.1691668,240.1118298,0.130070584,0.6836428,0.082082544,983.702329491302
"3236","FBgn0030326",6.690436236,1.888684136,0.624557103,0.97662832,1.824718836,454.554695875601
"3237","FBgn0030327",861.8160099,825.6071789,0.214350855,0.874717952,0.061924384,2610.06275
"3238","FBgn0030328",1046.950407,1002.196863,0.23390388,0.889542374,0.063027179,3252.63312144289
"3239","FBgn0030329",716.77611,600.4894042,0.680299798,0.975109943,0.255383764,1578.69127564715
"3240","FBgn0030330",498.0189802,524.6888679,-0.181839909,0.840498719,-0.075261455,2861.16047505106
"3241","FBgn0030331",10.21607652,10.48259814,-0.017444288,0.021384539,-0.037155101,2309.06275
"3242","FBgn0030332",495.5318643,170.0084305,2.55663477,0.999040507,1.543371541,850.06275
"3243","FBgn0030334",44.7091057,29.15375974,0.449214204,0.960615348,0.61688674,1228.26506393549
"3244","FBgn0030336",1871.054742,2134.501932,-1.133107624,0.997455106,-0.1900477,4262.87778799332
"3245","FBgn0030338",NA,NA,NA,NA,NA,300.10775
"3246","FBgn0030339",168.5417727,80.15709262,1.053275348,0.991040561,1.072204118,1480.06275
"3247","FBgn0030340",NA,NA,NA,NA,NA,3080.06275
"3248","FBgn0030341",339.3340751,290.0982609,0.394713991,0.953180048,0.226164663,938.67788018242
"3249","FBgn0030342",164.503329,157.0907044,0.07962364,0.422846889,0.066518965,1796.5163922401
"3250","FBgn0030343",379.9069998,388.7598322,-0.064642865,0.328595153,-0.033232869,4972.06275
"3251","FBgn0030344",372.2950122,349.0333618,0.196407328,0.847658627,0.093081347,3869.06275
"3252","FBgn0030345",278.5213114,258.9439607,0.175771666,0.810437351,0.10514781,1591.06275
"3253","FBgn0030346",338.6825233,343.623936,-0.040126833,0.138901498,-0.020896992,1296.06275
"3254","FBgn0030347",21.04196055,20.43940998,0.025761223,0.066964671,0.04191558,1256.2885429355
"3255","FBgn0030348",216.8722018,137.0217844,0.753898675,0.979802392,0.662439866,1306.06275
"3256","FBgn0030349",2329.809783,2792.145071,-1.163195977,0.99331088,-0.26116173,4188.79813126275
"3257","FBgn0030350",172.3484415,274.7937371,-1.003086912,0.990680611,-0.67302087,642.203875
"3258","FBgn0030351",59.452507,64.07191826,-0.092682765,0.529068379,-0.107954537,534.239489498519
"3259","FBgn0030352",129.8917899,143.2070587,-0.169394403,0.815162703,-0.140792359,931.994041954857
"3260","FBgn0030354",374.5039156,447.9706838,-0.536076604,0.973853033,-0.25842352,4995.40802010177
"3261","FBgn0030357",14.11814148,30.47262023,-0.679007647,0.984602391,-1.109963373,851.638254493876
"3262","FBgn0030358",868.3072594,918.7371102,-0.270973872,0.917739965,-0.081446459,3591.06275
"3263","FBgn0030359",3.217498775,3.232273567,-0.003162115,0.000195437,-0.006609708,2159.06275
"3264","FBgn0030360",9.247868418,13.03100445,-0.210973557,0.877798608,-0.494755518,1413.56275
"3265","FBgn0030361",453.1625788,456.4574854,-0.025388055,0.051983942,-0.010451762,1899.58170599391
"3266","FBgn0030362",637.2252631,341.1139542,1.874124715,0.9999965,0.901549691,935.808341393736
"3267","FBgn0030364",624.9410351,703.6909463,-0.50197217,0.967918648,-0.171221877,1066.06275
"3268","FBgn0030365",144.4197044,110.6398116,0.438591717,0.961792695,0.384396991,1435.06275
"3269","FBgn0030366",1941.795854,2108.61484,-0.629606815,0.976633009,-0.118904062,5453.9385590803
"3270","FBgn0030367",38.36271174,22.56158718,0.408697032,0.956929594,0.765836141,1338.06275
"3271","FBgn0030369",2.730760114,1.736874638,0.252010541,0.896326009,0.652808956,1700.25552290378
"3272","FBgn0030370",0.62754591,1.23240366,-0.390884519,0.955550329,-0.97368196,1116.25544228066
"3273","FBgn0030373",1.141739459,1.889463418,-0.256439979,0.909634136,-0.726743116,625.396245504684
"3274","FBgn0030374",NA,NA,NA,NA,NA,285.819827504118
"3275","FBgn0030376",4.839336068,7.530344061,-0.308454424,0.933672618,-0.637906652,5661.06275
"3276","FBgn0030377",NA,NA,NA,NA,NA,2000.43242790933
"3277","FBgn0030384",0.640518299,1.713880375,-0.44033013,0.964033063,-1.419954724,1145.34841244068
"3278","FBgn0030385",0.749252525,1.762741824,-0.453906604,0.964828557,-1.234297243,1796.32548655603
"3279","FBgn0030386",2.263750186,2.972617877,-0.174827395,0.826830797,-0.393019261,711.124375
"3280","FBgn0030389",0.88544164,1.118578293,-0.147684593,0.761541799,-0.337197112,532.131277363414
"3281","FBgn0030390",0.874023263,1.112207195,-0.155837042,0.782957788,-0.347681992,995.623581002982
"3282","FBgn0030391",215.961486,261.7229117,-0.441673986,0.964105586,-0.277266177,1402.93831194379
"3283","FBgn0030394",NA,NA,NA,NA,NA,1141.06275
"3284","FBgn0030395",NA,NA,NA,NA,NA,2018.06275
"3285","FBgn0030396",15.66405169,7.06152568,0.588767551,0.969602906,1.149405607,2119.06275
"3286","FBgn0030398",1.822685036,7.004204054,-0.877224951,0.985817581,-1.942155833,630.96075
"3287","FBgn0030400",1203.158676,1387.445802,-0.87383684,0.98562691,-0.205604494,5436.32961900929
"3288","FBgn0030403",436.5837199,415.8565523,0.14683609,0.744512335,0.07017237,2324.06275
"3289","FBgn0030406",230.9884413,250.5791497,-0.178743295,0.834699622,-0.117445715,1220.94059183053
"3290","FBgn0030407",43.59764742,37.79022131,0.148980996,0.751119986,0.20623732,1766.8225614978
"3291","FBgn0030408",79.71826788,79.52478637,0.003219299,0.002885632,0.003505772,1359.06275
"3292","FBgn0030409",7.848722828,10.71866345,-0.212648125,0.879209802,-0.449595204,972.33423999639
"3293","FBgn0030410",54.61429336,68.02847513,-0.24808793,0.904324559,-0.316860176,997.374300893992
"3294","FBgn0030411",105.6566085,90.97393998,0.216206243,0.876729436,0.215857765,1049.06275
"3295","FBgn0030412",11161.2651,10551.92287,0.450613142,0.960404274,0.080994638,4802.45370546631
"3296","FBgn0030417",65.28292029,64.41112251,0.016828656,0.030896538,0.01939576,2668.06275
"3297","FBgn0030418",150.9779139,171.9097913,-0.2342128,0.895158685,-0.187314199,2272.12162580927
"3298","FBgn0030420",131.4106058,146.0361511,-0.179021728,0.835248944,-0.152243835,2623.18029854118
"3299","FBgn0030421",674.4795349,639.0562516,0.197922301,0.850355936,0.077831742,3276.0770790787
"3300","FBgn0030425",45.71642007,46.40089954,-0.016454042,0.01876404,-0.02144034,2151.23920673817
"3301","FBgn0030429",1.008658367,1.102496517,-0.043970097,0.166481219,-0.128336483,1852.02653629455
"3302","FBgn0030431",239.2543718,281.0942757,-0.368036511,0.949051104,-0.232508788,1120.03134810716
"3303","FBgn0030432",815.8773738,1090.786727,-1.281940093,0.994231722,-0.418944813,1511.06275
"3304","FBgn0030433",146.3653837,141.7468531,0.057027677,0.266010746,0.046257682,500.101880353875
"3305","FBgn0030434",302.3054579,290.2788227,0.109013429,0.587943647,0.058567702,1138.06275
"3306","FBgn0030435",318.1256251,293.3970993,0.200153976,0.854190125,0.116741978,1312.39516540232
"3307","FBgn0030437",204.9322133,230.9342173,-0.248432168,0.904547243,-0.172335172,2433.06275
"3308","FBgn0030438",NA,NA,NA,NA,NA,2618.47063856674
"3309","FBgn0030439",29.30999237,17.07158481,0.497971065,0.965990763,0.779795597,1174.06275
"3310","FBgn0030440",1.047531633,0.50074404,0.428160773,0.96117388,1.064848561,532.416771485864
"3311","FBgn0030441",1.093045727,0.871352173,0.118852267,0.635492229,0.327025923,569.919889912121
"3312","FBgn0030443",NA,NA,NA,NA,NA,1848.06275
"3313","FBgn0030447",102.9451096,115.6288418,-0.177534269,0.832317306,-0.167626003,906.32720557666
"3314","FBgn0030449",NA,NA,NA,NA,NA,572.08415050351
"3315","FBgn0030451",25.10227539,32.1262878,-0.242139504,0.900453082,-0.355936144,968.81275
"3316","FBgn0030452",327.664881,258.2924661,0.580639147,0.969560978,0.34321549,2587.50320573966
"3317","FBgn0030455",1.79984828,5.151321982,-0.578644309,0.974386623,-1.51706742,1278.23075718641
"3318","FBgn0030456",66.15023595,65.87740028,0.005406866,0.005301049,0.005962679,2071.06275
"3319","FBgn0030457",192.3250508,202.8673249,-0.10476372,0.598072902,-0.076989825,1679.15674760473
"3320","FBgn0030459",1.093045727,5.718051676,-0.902919851,0.986929667,-2.387169902,1928.52653049693
"3321","FBgn0030460",126.1546204,121.4184345,0.063640214,0.313743105,0.05520557,1037.70971571594
"3322","FBgn0030462",0.504329183,1.352908186,-0.570126397,0.97410827,-1.42362632,746.282583927769
"3323","FBgn0030465",202.0294273,201.3031727,0.007401932,0.008147592,0.005195539,1401.93771513805
"3324","FBgn0030466",346.7045108,384.2691194,-0.294199109,0.92741805,-0.148410436,6076.06275
"3325","FBgn0030467",428.6159398,412.302978,0.122377324,0.651281131,0.055980622,1223.55933827795
"3326","FBgn0030468",316.3622431,294.8885913,0.18044378,0.818655289,0.10140742,1545.30731926996
"3327","FBgn0030474",227.9855611,304.5436024,-0.688974276,0.985673375,-0.41770634,2440.80900078593
"3328","FBgn0030477",3.55824404,5.274858026,-0.204111727,0.871348783,-0.567966804,1097.06275
"3329","FBgn0030478",4771.176973,4595.455083,0.40425769,0.955836222,0.054137463,2169.44690539771
"3330","FBgn0030479",8413.356055,7878.594041,0.556470884,0.971100967,0.094743201,1671.15516308633
"3331","FBgn0030480",80.10700054,61.60323736,0.338811933,0.94096188,0.378922156,289.835755861316
"3332","FBgn0030481",126.4938785,161.9392948,-0.441588651,0.964100968,-0.356385531,1418.06275
"3333","FBgn0030482",100.8987819,1546.226975,-5.866325293,1,-3.937771448,2325.06275
"3334","FBgn0030483",NA,NA,NA,NA,NA,840.06275
"3335","FBgn0030484",66.67564741,108.1444982,-0.5588224,0.97350321,-0.697728437,1035.06275
"3336","FBgn0030485",1380.75876,1306.286738,0.330477072,0.938084865,0.079989668,1238.17579225316
"3337","FBgn0030486",588.0176054,607.0353861,-0.11324221,0.639639023,-0.045921268,7314.00472511991
"3338","FBgn0030492",NA,NA,NA,NA,NA,816.06275
"3339","FBgn0030493",1.106018116,0.890689667,0.111103766,0.598391506,0.312380254,1183.82122588391
"3340","FBgn0030494",NA,NA,NA,NA,NA,664.52
"3341","FBgn0030495",NA,NA,NA,NA,NA,1237.05410355876
"3342","FBgn0030499",291.1653596,331.8455962,-0.35361235,0.943199845,-0.188673403,2858.06275
"3343","FBgn0030500",14.73997444,28.02877457,-0.536177222,0.973854455,-0.927174648,2015.06275
"3344","FBgn0030501",1.010168477,8.331364699,-1.150591305,0.995772913,-3.043956904,790.514896842901
"3345","FBgn0030502",186.7711219,213.9164974,-0.267104347,0.915800901,-0.195776342,2771.08519007092
"3346","FBgn0030503",88.20815151,88.41300484,-0.003203068,0.000201146,-0.00334661,1319.20266916046
"3347","FBgn0030504",251.8239374,332.5444856,-0.671501603,0.982358116,-0.401131921,4317.96969690805
"3348","FBgn0030505",2421.257188,2984.415397,-1.395018359,0.993989224,-0.301692025,5753.50001584387
"3349","FBgn0030506",146.7047755,145.9199219,0.009409239,0.011848968,0.007738972,2855.06275
"3350","FBgn0030507",13.41803518,14.20326091,-0.04201817,0.152312027,-0.082048763,1024.06275
"3351","FBgn0030508",908.5757947,1123.316329,-0.951134864,0.989960257,-0.306085475,4400.63947648698
"3352","FBgn0030509",NA,NA,NA,NA,NA,739.93821372336
"3353","FBgn0030510",957.8239562,334.3602832,3.667604126,1,1.518357031,1145.565544245
"3354","FBgn0030511",55.03685345,61.53158271,-0.123988382,0.684467518,-0.160929111,1423.06275
"3355","FBgn0030512",383.1121215,411.9495628,-0.213918435,0.880274811,-0.104701039,4178.95138836922
"3356","FBgn0030514",541.7300723,510.7077195,0.206599067,0.864470181,0.085076313,2928.06275
"3357","FBgn0030518",44.11231645,39.08335178,0.138778039,0.717037541,0.174627324,716.11925
"3358","FBgn0030519",518.4101279,403.4752938,0.737821065,0.979818398,0.361613569,534.961247337212
"3359","FBgn0030520",1163.118673,1452.968154,-1.020100154,0.98988104,-0.32100478,2992.09455429084
"3360","FBgn0030521",1304.410398,1827.845237,-2.346446074,0.977483071,-0.486746077,1241.14869992069
"3361","FBgn0030522",159.1261549,129.3351355,0.357597326,0.943889676,0.299056731,738.095625
"3362","FBgn0030524",2.075759315,1.840755999,0.056856931,0.264780256,0.173340769,529.818565122989
"3363","FBgn0030525",NA,NA,NA,NA,NA,1073.193
"3364","FBgn0030528",84.09897141,76.74460169,0.116283469,0.62350441,0.132022882,936.06275
"3365","FBgn0030529",406.7129179,473.8380344,-0.490112027,0.967153644,-0.220383192,1654.06275
"3366","FBgn0030530",329.5984928,349.1499678,-0.158971797,0.790746633,-0.083137194,2658.3369906616
"3367","FBgn0030536",1.120412815,2.458436222,-0.351980729,0.942600846,-1.133710539,1083.8466752046
"3368","FBgn0030537",NA,NA,NA,NA,NA,1718.06275
"3369","FBgn0030538",NA,NA,NA,NA,NA,903.710035074022
"3370","FBgn0030539",0.969829001,1.001334049,-0.017078719,0.020417189,-0.046121043,591.247392240484
"3371","FBgn0030540",NA,NA,NA,NA,NA,1130.06275
"3372","FBgn0030541",NA,NA,NA,NA,NA,2012.06275
"3373","FBgn0030542",NA,NA,NA,NA,NA,404.431625
"3374","FBgn0030543",NA,NA,NA,NA,NA,980.06275
"3375","FBgn0030544",NA,NA,NA,NA,NA,432.3755
"3376","FBgn0030545",68.88762267,66.2193862,0.051138681,0.223991221,0.056991153,545.244625
"3377","FBgn0030551",1.637670486,11.22987745,-1.011563309,0.990014598,-2.777625175,986.245207990189
"3378","FBgn0030552",247.1140298,219.0680197,0.263954283,0.903544078,0.173798031,1214.06275
"3379","FBgn0030554",55.19850729,57.16474942,-0.03944252,0.134161887,-0.050496532,1526.86075960186
"3380","FBgn0030555",402.8298797,501.6819082,-0.696340098,0.985141995,-0.316602214,2709.06275
"3381","FBgn0030556",575.7336616,578.2490448,-0.016384381,0.018579676,-0.006289412,2058.06275
"3382","FBgn0030558",28.54122326,18.33770884,0.362364886,0.944479515,0.638233773,2324.06275
"3383","FBgn0030559",562.7699121,548.1155586,0.089272049,0.480988017,0.038065111,1182.06275
"3384","FBgn0030562",1.423982056,0.624280084,0.435880051,0.961836668,1.18966562,974.021981219356
"3385","FBgn0030563",NA,NA,NA,NA,NA,721.811421354117
"3386","FBgn0030566",0.749252525,1.892331777,-0.569989749,0.974101716,-1.336641109,827.408747513048
"3387","FBgn0030569",0.640518299,1.13512216,-0.265202619,0.914799075,-0.825535875,3493.10471651701
"3388","FBgn0030570",NA,NA,NA,NA,NA,595.34
"3389","FBgn0030571",379.0214331,392.0788163,-0.101013998,0.57789438,-0.048864263,640.554514801032
"3390","FBgn0030572",313.3432209,218.5420825,0.809775503,0.988173864,0.519832669,456.32475
"3391","FBgn0030573",44.33303616,35.86693753,0.220013348,0.880522361,0.305727602,679.168
"3392","FBgn0030574",2372.751863,2297.342176,0.264366704,0.903841273,0.046595481,3140.14797056111
"3393","FBgn0030575",123.7384851,43.7038465,1.24536527,0.997003936,1.50146211,1158.73796482024
"3394","FBgn0030576",185.6752311,103.2499271,0.922170395,0.991802738,0.846640611,2520.06275
"3395","FBgn0030577",NA,NA,NA,NA,NA,801.403681589584
"3396","FBgn0030578",NA,NA,NA,NA,NA,1033.193
"3397","FBgn0030581",2540.20018,2759.912512,-0.720586077,0.981887556,-0.119680342,2964.13806444371
"3398","FBgn0030582",573.3458361,691.4169879,-0.817353179,0.987262857,-0.270150431,3248.06275
"3399","FBgn0030583",3.690955781,6.26221307,-0.324674178,0.937619799,-0.762678143,421.386625
"3400","FBgn0030584",291.4841503,239.7329829,0.433728518,0.961769078,0.281989027,483.29025
"3401","FBgn0030586",1.722101747,1.242189071,0.207517875,0.865841052,0.471285605,1900.06275
"3402","FBgn0030587",NA,NA,NA,NA,NA,2006.79418717379
"3403","FBgn0030588",3.765363259,13.44824706,-1.036466507,0.990880716,-1.836557175,2080.06275
"3404","FBgn0030589",1.613411421,0.871506204,0.416214325,0.958715457,0.888531534,1849.62585306304
"3405","FBgn0030590",26.71856667,17.38779654,0.352098189,0.943295118,0.619767497,3521.31275
"3406","FBgn0030592",1.501613073,0.861795526,0.300533983,0.925557697,0.801095601,2916.02743542634
"3407","FBgn0030593",1121.381037,584.85777,2.206805654,0.99841535,0.939118851,1960.98548888618
"3408","FBgn0030594",14.47720674,11.66840803,0.156422677,0.771706693,0.311175531,2232.93227638596
"3409","FBgn0030595",1.587554444,1.372404274,0.082800339,0.442605714,0.210100545,236.904090578195
"3410","FBgn0030596",NA,NA,NA,NA,NA,1794.06275
"3411","FBgn0030597",NA,NA,NA,NA,NA,1860.06275
"3412","FBgn0030598",NA,NA,NA,NA,NA,2339.06275
"3413","FBgn0030599",NA,NA,NA,NA,NA,636.753729729704
"3414","FBgn0030600",3498.386119,3428.280642,0.166809791,0.79430112,0.029204315,16549.06275
"3415","FBgn0030603",231.8693576,170.7455058,0.61882999,0.975119083,0.441464569,2262.15688229927
"3416","FBgn0030605",469.2653711,428.5775421,0.269374682,0.907622707,0.130847749,444.445017694391
"3417","FBgn0030607",19.96276449,18.16341981,0.079424348,0.421582652,0.136275663,1670.06275
"3418","FBgn0030608",1715.289445,1713.178441,0.006544282,0.006923562,0.001776616,1984.99518613885
"3419","FBgn0030610",454.8290672,351.94959,0.655276799,0.975485109,0.369955652,336.7445
"3420","FBgn0030611",47.31046076,55.96998953,-0.186775606,0.848962882,-0.242494266,417.39675
"3421","FBgn0030612",92.31124389,105.2827005,-0.185830396,0.84746641,-0.18969011,1687.06275
"3422","FBgn0030613",4666.010874,5497.230962,-1.145973117,0.996465778,-0.236515425,8244.83898914444
"3423","FBgn0030614",NA,NA,NA,NA,NA,401.210871234516
"3424","FBgn0030615",143.0126837,58.14406952,1.247737676,0.996808676,1.29843915,2103.06275
"3425","FBgn0030616",7641.314861,8296.209677,-0.901723653,0.986804075,-0.118631449,389.505781648464
"3426","FBgn0030617",35.99842031,17.04471871,0.706450357,0.981108317,1.078608809,4614.32847883872
"3427","FBgn0030620",0.62754591,1.001721408,-0.264837263,0.914596022,-0.674688419,805.425405613596
"3428","FBgn0030622",0.873979362,1.13512216,-0.112073718,0.634245666,-0.377176449,848.561938160428
"3429","FBgn0030623",NA,NA,NA,NA,NA,870.06275
"3430","FBgn0030624",0.898370129,1.492442145,-0.280271601,0.921713056,-0.732293142,1066.00338866522
"3431","FBgn0030625",180.394253,194.281722,-0.143656208,0.750107471,-0.106996801,3210.75584365674
"3432","FBgn0030628",16.73526768,24.39517736,-0.330986304,0.938233495,-0.543704345,2130.06275
"3433","FBgn0030629",327.0799323,379.1839311,-0.393600791,0.956211612,-0.213254581,1407.06275
"3434","FBgn0030630",376.0157463,469.1223914,-0.695872313,0.985196827,-0.319171284,1431.06275
"3435","FBgn0030631",236.0656716,223.3071658,0.118953804,0.635966519,0.080158714,4066.06275
"3436","FBgn0030634",1264.553179,1420.305032,-0.664234829,0.979431406,-0.167573094,1921.41759112466
"3437","FBgn0030638",155.4324977,109.9873149,0.581802453,0.969549569,0.49895103,1535.06275
"3438","FBgn0030640",253.4217563,245.8280654,0.072880783,0.378625065,0.043890753,2355.15895533187
"3439","FBgn0030641",160.3963802,143.5035669,0.184521056,0.825964641,0.160554987,670.309304376558
"3440","FBgn0030642",100.1681129,113.0915869,-0.188378231,0.851505926,-0.175068288,1110.87341730142
"3441","FBgn0030643",NA,NA,NA,NA,NA,236.097358123848
"3442","FBgn0030645",50.7732339,48.37822359,0.054714459,0.249392454,0.069710357,511.265125
"3443","FBgn0030647",NA,NA,NA,NA,NA,3386.193
"3444","FBgn0030648",1235.116723,1563.240479,-1.573329093,0.99370903,-0.339892342,1619.84808745474
"3445","FBgn0030653",23.95474467,78.64323969,-1.318371477,0.995788938,-1.715011318,1022.71100458278
"3446","FBgn0030654",90.26954758,99.50878117,-0.136483183,0.728191596,-0.140584465,1451.75663833991
"3447","FBgn0030655",57.28820799,86.46624927,-0.497583495,0.967533959,-0.593898899,1984.82577380641
"3448","FBgn0030657",140.4804213,145.9989975,-0.064786617,0.329740701,-0.055589386,827.571304959769
"3449","FBgn0030658",134.0884876,151.3578853,-0.213038533,0.879536823,-0.17477846,1468.06275
"3450","FBgn0030659",95.35070846,115.5942853,-0.292867479,0.926834001,-0.277754514,1760.06275
"3451","FBgn0030660",45.23727382,64.1722285,-0.390908398,0.955556024,-0.504437095,1718.06275
"3452","FBgn0030661",0.504329183,1.343197508,-0.447526744,0.964440971,-1.413233844,1392.193
"3453","FBgn0030662",216.3827953,172.4544789,0.422878345,0.960217446,0.327370196,3506.94747788222
"3454","FBgn0030663",NA,NA,NA,NA,NA,585.229125
"3455","FBgn0030664",NA,NA,NA,NA,NA,543.261
"3456","FBgn0030665",NA,NA,NA,NA,NA,1514.97398440586
"3457","FBgn0030666",1.036113255,2.256727407,-0.447079166,0.964414263,-1.123050455,1399.50995289008
"3458","FBgn0030667",NA,NA,NA,NA,NA,3503.92437308072
"3459","FBgn0030668",231.3542818,243.3555551,-0.111393536,0.631038021,-0.072961908,1398.39754394642
"3460","FBgn0030669",439.4808199,443.9589149,-0.032347978,0.088714986,-0.014625968,735.789445387907
"3461","FBgn0030670",1537.563781,1716.220331,-0.739105966,0.98466629,-0.158588523,1197.34480466197
"3462","FBgn0030671",210.4903134,208.1443121,0.022393879,0.051805853,0.016169708,1275.16876306059
"3463","FBgn0030672",853.7286431,869.4785117,-0.096762842,0.553701823,-0.02637279,2976.10994298851
"3464","FBgn0030673",96.54481784,107.6189027,-0.159335434,0.791639975,-0.156660775,942.38697581849
"3465","FBgn0030674",2017.715569,2090.965779,-0.178005838,0.833245928,-0.051446634,16387.0546119496
"3466","FBgn0030675",7.76481568,13.17678248,-0.418336639,0.962250243,-0.762974551,1301.06275
"3467","FBgn0030676",30.1331675,28.70566373,0.051525581,0.226711621,0.070016918,433.361125
"3468","FBgn0030678",48.85616839,49.20356794,-0.007603868,0.002333564,-0.010222212,1277.06275
"3469","FBgn0030679",287.1587498,429.0693516,-1.063796325,0.994691291,-0.579362331,853.487768277971
"3470","FBgn0030680",303.6956076,333.2739694,-0.248927459,0.904867962,-0.134082597,4165.06275
"3471","FBgn0030683",42.09883321,36.72914989,0.139643381,0.720138387,0.196854744,1495.17849205181
"3472","FBgn0030684",NA,NA,NA,NA,NA,1120.77492240604
"3473","FBgn0030685",1642.155675,1933.580424,-1.031312294,0.99044278,-0.235683873,3976.30021864241
"3474","FBgn0030686",315.9119913,272.0769637,0.369452265,0.945696666,0.215507888,1058.06275
"3475","FBgn0030687",123.3832113,151.6332656,-0.340789889,0.93948927,-0.297440189,4235.06275
"3476","FBgn0030688",0.872469251,4.435937117,-1.013570803,0.989933643,-2.346062722,717.580006202695
"3477","FBgn0030691",15.35658022,19.7702645,-0.251506652,0.906521248,-0.364475197,2374.06275
"3478","FBgn0030692",486.8004378,346.3659902,1.055797063,0.991171385,0.491033187,1741.58895052688
"3479","FBgn0030693",1113.301593,1561.138792,-2.120197787,0.97434207,-0.487754334,1214.09483153181
"3480","FBgn0030694",216.1656862,235.0905876,-0.190144253,0.854155783,-0.121079248,1033.24792562521
"3481","FBgn0030695",235.4432986,244.1201744,-0.077173578,0.424515426,-0.052211866,1414.49477160685
"3482","FBgn0030696",NA,NA,NA,NA,NA,1215.03308506065
"3483","FBgn0030697",2.664492044,4.93628467,-0.277881935,0.920760853,-0.88956507,2460.54897055299
"3484","FBgn0030699",572.1637527,660.0898072,-0.51319093,0.969887852,-0.206234217,1548.31279383559
"3485","FBgn0030700",27.06174992,39.29375584,-0.404033532,0.95895984,-0.538044939,1237.06275
"3486","FBgn0030701",1618.862626,1753.806845,-0.610163848,0.976321352,-0.1155093,3587.80681229893
"3487","FBgn0030703",995.7332699,1031.338724,-0.201199311,0.868284917,-0.050686997,1256.08271806318
"3488","FBgn0030704",148.118501,184.3008938,-0.390357864,0.955424879,-0.315311213,774.07525
"3489","FBgn0030706",5641.462062,6242.831552,-0.745961157,0.986481524,-0.146131433,7205.16322184322
"3490","FBgn0030707",486.8243329,427.0050539,0.421098044,0.959834023,0.189148135,1818.11260718785
"3491","FBgn0030710",476.17434,462.9254619,0.094397073,0.51002697,0.040709963,2390.06275
"3492","FBgn0030711",214.3726037,239.9028334,-0.243084846,0.901075481,-0.162329652,695.766277548441
"3493","FBgn0030715",31.53436358,95.14210159,-1.178521997,0.992378168,-1.593159076,1072.06275
"3494","FBgn0030716",2930.189137,2594.304972,0.921364801,0.991727324,0.175645706,4112.59922930622
"3495","FBgn0030717",302.3607042,262.413689,0.349180822,0.942947608,0.204427673,1269.06275
"3496","FBgn0030718",1401.094752,1199.002651,0.864944026,0.986438424,0.224719676,799.059894378504
"3497","FBgn0030719",2564.748637,2571.307844,-0.023044507,0.041621426,-0.003684905,2376.30274152029
"3498","FBgn0030720",93.87378397,103.1624341,-0.138292424,0.733959479,-0.1361235,2437.06275
"3499","FBgn0030721",7.874404202,9.728041814,-0.15827453,0.789035021,-0.30497866,1721.06275
"3500","FBgn0030722",1.010168477,0.747970159,0.17290777,0.805417488,0.433543308,810.022413278906
"3501","FBgn0030723",1304.966546,1627.973578,-1.398023031,0.99355358,-0.319064463,2445.06275
"3502","FBgn0030724",1439.963778,1480.614238,-0.176244702,0.829781615,-0.040163286,1185.61569284648
"3503","FBgn0030725",5.481424563,2.503482307,0.469950162,0.959940943,1.130614623,1821.06275
"3504","FBgn0030729",1.770883281,1.261451831,0.229163454,0.887183091,0.489384009,911.06275
"3505","FBgn0030731",343.1086577,303.7900117,0.304812915,0.927123492,0.175591094,2032.3816324786
"3506","FBgn0030733",1167.900261,850.9467922,1.529283063,0.991107479,0.456776242,338.73
"3507","FBgn0030734",881.5953455,773.5067698,0.641625147,0.977648056,0.188702689,1305.48564180486
"3508","FBgn0030735",1044.815242,1154.675536,-0.607042004,0.975870787,-0.144239663,3906.44334823697
"3509","FBgn0030738",315.9544743,326.3868655,-0.093071254,0.531488161,-0.046866305,2622.12990378835
"3510","FBgn0030739",181.320856,198.4318398,-0.179020311,0.835246147,-0.130098657,3373.06275
"3511","FBgn0030740",612.9593997,509.1637936,0.694722778,0.978487481,0.267661684,1614.33178235353
"3512","FBgn0030742",1477.24362,1365.519859,0.465329918,0.95942114,0.113457472,1461.94983247884
"3513","FBgn0030743",264.6017876,204.2915411,0.573392189,0.969733662,0.373193339,511.803524767126
"3514","FBgn0030744",207.0055356,241.1158631,-0.310335482,0.934371356,-0.220057222,1315.86584845
"3515","FBgn0030745",308.9459537,353.1323115,-0.34460981,0.940316394,-0.192854355,1594.57433314209
"3516","FBgn0030746",1.45765299,0.50074404,0.471824981,0.960250681,1.541502062,3329.807
"3517","FBgn0030747",86.64368488,39.60841813,0.898662198,0.987720424,1.129287516,4622.80141808412
"3518","FBgn0030748",1.748046525,0.861795526,0.391261444,0.952096367,1.020326069,1646.02622785546
"3519","FBgn0030749",375.085684,393.1760062,-0.138027017,0.733130147,-0.067955083,1633.37199043497
"3520","FBgn0030752",1028.077118,1008.186593,0.098311408,0.531551752,0.028185813,1365.0643366803
