,name,logFC,logCPM,PValue,length
2252,FBgn0026401,0.271621124,8.364491391,0.000337048,6358.753635
2253,FBgn0026402,-0.031874582,4.51456279,0.815061131,1164.06275
2254,FBgn0026403,0.023471265,0.128748811,1,4478.06275
2255,FBgn0026404,0.334584567,3.378283439,0.012781999,1830.06275
2256,FBgn0026409,-0.409913839,10.0511088,1.68E-07,1516.582679
2257,FBgn0026411,0.057723236,5.690153619,0.489963396,2599.291077
2258,FBgn0026415,-1.205667729,7.87604925,2.06E-23,1351.548489
2259,FBgn0026417,-0.337563473,1.330450065,0.258438575,870.1919718
2260,FBgn0026418,-0.28261813,7.052041054,9.71E-06,3043.161866
2261,FBgn0026427,0.089118669,6.67830025,0.268664225,6502.741511
2262,FBgn0026428,0.006637121,7.822363392,0.929873232,3558.39796
2263,FBgn0026430,0.007609933,5.675965884,0.941511479,3569.160006
2264,FBgn0026431,0.184648678,4.688679809,0.06367697,1956.06275
2265,FBgn0026432,0.050132259,5.466553372,0.610850316,4438.06275
2266,FBgn0026433,0.392187032,4.24350458,0.00443403,3299.06275
2267,FBgn0026438,0.041996887,8.783925067,0.512327027,3049.356382
2268,FBgn0026439,-0.27305581,9.982911497,0.00013015,2802.066333
2269,FBgn0026441,0.236938881,5.701930083,0.004294665,3803.06275
2270,FBgn0026479,-0.03493377,6.968313555,0.626410074,2557.132827
2271,FBgn0026533,-0.180766699,7.126765092,0.007864472,3696.052801
2272,FBgn0026562,-0.560733037,7.73300438,7.86E-10,957.8895308
2273,FBgn0026563,-1.490240864,0.833855464,4.25E-05,3240.06275
2274,FBgn0026565,-0.01142547,-0.871670676,1,1229.93775
2275,FBgn0026566,-0.049865679,4.814408783,0.629180336,751.0557198
2276,FBgn0026570,-1.32786108,1.079201627,0.001323435,1052.31275
2277,FBgn0026573,0.352917978,6.507511128,5.31E-07,3976.919842
2278,FBgn0026575,0.273122406,7.896556088,0.000858405,7792.475965
2279,FBgn0026576,-0.244336395,5.574398208,0.012933332,1804.902446
2280,FBgn0026577,0.022438555,7.188236367,0.763494352,8728.012108
2281,FBgn0026582,0.107362762,3.537524287,0.461835412,1162.06275
2282,FBgn0026592,-0.001462641,8.569060094,0.982537364,1279.235361
2283,FBgn0026593,-1.245872267,2.022191968,5.04E-06,1343.857261
2284,FBgn0026597,0.039655989,6.937659969,0.543801962,3952.234118
2285,FBgn0026598,-0.249518768,-0.871927563,0.846795044,3408.18775
2286,FBgn0026602,-0.280322421,6.480118834,0.000338114,2018.06275
2287,FBgn0026616,-0.280387933,7.72624194,8.66E-05,5141.819665
2288,FBgn0026619,-0.314505443,5.405979319,0.002369625,1281.55839
2289,FBgn0026620,0.173458718,8.060272708,0.008758767,2267.832562
2290,FBgn0026630,0.105215727,6.438255792,0.143173188,2046.962115
2291,FBgn0026634,-0.064279871,4.763531162,0.532752088,2830.06275
2292,FBgn0026666,0.010391602,5.7968493,0.923671314,595.5538371
2293,FBgn0026679,-0.191320229,3.686081841,0.137314193,3281.06275
2294,FBgn0026702,0.756771418,2.32117761,0.000350405,2594.06275
2295,FBgn0026713,-0.022433178,4.780120021,0.851301361,2410.560724
2296,FBgn0026718,0.01305336,4.915472361,0.911354688,1388.024715
2297,FBgn0026721,-0.533959321,6.301650932,3.11E-06,2290.06275
2298,FBgn0026722,-0.126784138,4.817792223,0.221406922,4105.06275
2299,FBgn0026737,-0.133165591,4.497734465,0.237963611,788.3735571
2300,FBgn0026738,0.048605303,3.577480028,0.743442086,1049.06275
2301,FBgn0026741,-0.029346635,4.205314307,0.827907681,555.23925
2302,FBgn0026749,0.351136681,6.175426576,0.000471884,994.8131257
2303,FBgn0026751,0.520250018,3.826825277,4.48E-05,2134.06275
2304,FBgn0026755,-0.929975415,0.650411883,0.02474748,1555.06275
2305,FBgn0026756,0.00522104,-1.95037582,1,1460.948523
2306,FBgn0026760,-0.106471719,2.372896605,0.652135229,2642.374675
2307,FBgn0026761,-0.287632316,6.693241573,7.91E-05,2118.494013
2308,FBgn0026777,0.135495741,7.025306961,0.046626041,1399.188598
2309,FBgn0026778,-0.092750569,2.260238368,0.707558009,1299.06275
2310,FBgn0026787,0.021797207,5.623453809,0.841032186,2366.06275
2311,FBgn0026869,0.228644396,8.724896101,0.010357818,11743.78449
2312,FBgn0026872,0.232531093,5.928374222,0.025409474,693.3778716
2313,FBgn0026873,-0.120930662,3.587915686,0.413179228,657.6477272
2314,FBgn0026874,0.880304942,-0.834650633,0.303110895,1242.525797
2315,FBgn0026876,0.926194763,2.132800453,8.54E-06,2705.06275
2316,FBgn0026878,-0.596552932,-1.032961899,0.54745274,620.8483198
2317,FBgn0026879,0.035224741,4.465272689,0.785734449,205.79925
2318,FBgn0027052,0.39391626,5.952901448,7.04E-07,1092.06275
2319,FBgn0027053,-0.244322753,4.186936699,0.03182423,1010.208139
2320,FBgn0027054,0.06237776,4.333340993,0.583990733,1293.331014
2321,FBgn0027055,-0.256506477,5.061321056,0.010816434,1494.06275
2322,FBgn0027057,-0.065107579,5.442962732,0.529007775,1617.06275
2323,FBgn0027066,0.086945186,7.809753682,0.175333555,1790.457661
2324,FBgn0027070,-1.147914475,2.128105057,1.64E-07,1646.067903
2325,FBgn0027073,-0.811516459,6.396926688,2.87E-16,1569.06275
2326,FBgn0027074,-0.877709869,-1.476477842,0.558963986,1493.492697
2327,FBgn0027079,0.228318519,5.908772861,0.003798338,3187.001983
2328,FBgn0027080,0.279399122,5.511757949,0.003988573,1586.06275
2329,FBgn0027081,0.016479423,6.697057867,0.828906657,2147.582625
2330,FBgn0027082,-0.3238713,2.994347001,0.032376003,1327.074761
2331,FBgn0027083,-0.316115374,3.939421016,0.021650747,2572.368893
2332,FBgn0027084,0.008358309,5.913462485,0.917252572,1791.679926
2333,FBgn0027085,-0.360814795,4.738019736,0.003257222,2835.06275
2334,FBgn0027086,0.20091592,5.708419153,0.017930077,3662.492504
2335,FBgn0027087,0.071507443,5.405795248,0.423589776,1888.611998
2336,FBgn0027088,-0.016484393,5.016121432,0.874194874,2279.960165
2337,FBgn0027090,-0.104060803,4.571086807,0.365075206,2270.06275
2338,FBgn0027091,-0.124519365,4.199609827,0.317844894,2268.06275
2339,FBgn0027093,-0.192863945,3.891423329,0.132527751,1950.06275
2340,FBgn0027094,0.133434515,4.835245305,0.18591265,2969.521655
2341,FBgn0027095,-0.266493744,5.130446107,0.017791755,662.187
2342,FBgn0027101,0.388613415,8.543391714,1.55E-06,3720.044448
2343,FBgn0027106,0.429911984,2.877201167,0.011932793,1449.06275
2344,FBgn0027107,0,-2.120239339,1,1690.06275
2345,FBgn0027108,-0.560371029,7.737370952,5.46E-13,2257.992763
2346,FBgn0027109,-0.359886946,6.738478138,0.000556597,392.0527772
2347,FBgn0027111,0.09443796,10.17537181,0.204460863,1717.891955
2348,FBgn0027259,0.770353784,1.435118661,0.016820181,573.7341471
2349,FBgn0027279,0.018880524,9.623090747,0.806422788,5634.693853
2350,FBgn0027280,0.605591607,7.685152285,1.81E-18,2338.238115
2351,FBgn0027287,-0.023728159,4.998613025,0.837166742,4707.15806
2352,FBgn0027291,-0.160345269,7.553598732,0.018871528,1832.787555
2353,FBgn0027296,-0.149744383,6.612947823,0.030613135,1697.169528
2354,FBgn0027329,-0.036685097,5.582018288,0.697905215,1739.06275
2355,FBgn0027330,0.263348898,2.892132976,0.170965489,3061.133161
2356,FBgn0027334,0.309077959,3.2448454,0.034765705,770.07575
2357,FBgn0027335,0.289693562,6.201304789,0.000532788,2602.007676
2358,FBgn0027338,-0.052934091,7.461975573,0.456041636,2133.284288
2359,FBgn0027339,-0.012194413,8.913556289,0.885628242,12392.56044
2360,FBgn0027342,0.237255025,4.497986109,0.021420718,3662.988858
2361,FBgn0027343,0.112454124,2.397285034,0.659081524,2070.423658
2362,FBgn0027348,-0.53834155,3.328896795,0.007657177,2316.06275
2363,FBgn0027356,-0.125822416,9.236649961,0.061240456,2743.462196
2364,FBgn0027358,-0.076550908,3.610075188,0.586458907,1411.183999
2365,FBgn0027359,-0.321142231,5.166172745,0.004652528,492.2843184
2366,FBgn0027360,0.070133582,1.063500539,0.925756299,577.232
2367,FBgn0027363,0.130302437,6.131250469,0.11358732,2669.06275
2368,FBgn0027364,0.339430544,1.653916105,0.183621344,1490.720309
2369,FBgn0027375,0.308937131,5.015545429,0.004918617,3245.376102
2370,FBgn0027376,0.818556531,-0.142835302,0.180013963,4103.06275
2371,FBgn0027378,0.064731949,4.262313355,0.562458543,1311.169533
2372,FBgn0027453,0.077235972,5.443363907,0.404034692,1764.06275
2373,FBgn0027490,0.103993959,3.897175769,0.415554092,3066.06275
2374,FBgn0027491,-0.128249291,8.064332581,0.077043294,1698.640499
2375,FBgn0027492,0.157983952,8.716756117,0.017132692,6625.395787
2376,FBgn0027493,0.691407015,7.070638711,2.56E-19,1766.06275
2377,FBgn0027494,2.499356257,-0.872164999,0.002941392,420.6405482
2378,FBgn0027495,-0.017754384,5.047085308,0.874025289,2289.06275
2379,FBgn0027496,-0.429900467,4.835697155,0.00025031,920.06275
2380,FBgn0027497,-0.203437914,6.018939118,0.016552554,3337.502838
2381,FBgn0027498,-0.170811795,5.756676714,0.037263866,1916.483171
2382,FBgn0027499,0.666102644,6.983715215,1.73E-19,4530.305041
2383,FBgn0027500,0.799187047,0.879223911,0.013912721,3501.06275
2384,FBgn0027503,-0.042497198,5.568232213,0.661852747,5217.500382
2385,FBgn0027504,-0.131907312,6.445330694,0.086714864,3814.626605
2386,FBgn0027505,0.092181665,4.755170666,0.35660837,4155.06275
2387,FBgn0027506,0.516048744,5.946686297,1.04E-08,2945.27124
2388,FBgn0027507,0.279103145,5.324348521,0.006026717,2478.418336
2389,FBgn0027508,0.347639445,6.421396749,1.39E-05,5301.06275
2390,FBgn0027509,-0.340278596,4.681775939,0.001399996,3725.06275
2391,FBgn0027512,0.090365382,6.854632868,0.188193989,4685.025208
2392,FBgn0027513,0.839368007,2.024422919,0.000134615,1245.2876
2393,FBgn0027514,0.282904114,4.540848129,0.006658858,2298.328703
2394,FBgn0027515,-0.049979228,5.99562249,0.542654108,2100.264309
2395,FBgn0027518,-0.028207746,4.128025522,0.842205727,2517.037232
2396,FBgn0027521,0.929984521,-0.535926168,0.120746088,2575.526864
2397,FBgn0027524,-0.316355245,3.652403609,0.010343838,917.06275
2398,FBgn0027525,0.714403084,7.786491797,1.77E-20,1482.364157
2399,FBgn0027526,-0.060383116,4.31252648,0.646848981,1017.06275
2400,FBgn0027527,-0.679078378,-1.534526937,0.769202269,1507.44464
2401,FBgn0027528,-0.391427366,5.433215704,8.68E-05,3267.749123
2402,FBgn0027529,0.330418819,7.987580732,2.44E-05,3420.921541
2403,FBgn0027532,0.642241323,6.210481154,4.33E-16,3456.06275
2404,FBgn0027535,0.070004866,5.188801132,0.498113704,3423.06275
2405,FBgn0027537,0.128746405,3.988436378,0.278425841,2601.06275
2406,FBgn0027538,-0.135661871,5.336855047,0.155553319,1682.06275
2407,FBgn0027539,-0.071605706,5.432497081,0.427014226,2501.075021
2408,FBgn0027544,0.392622564,9.702483568,6.97E-08,3867.09988
2409,FBgn0027546,0.05134926,5.606974808,0.578002562,2488.06275
2410,FBgn0027547,0.216380274,6.462936804,0.012647235,948.472047
2411,FBgn0027548,-0.272708935,5.433991346,0.006620685,3748.490996
2412,FBgn0027549,0.086626379,5.517927345,0.322150261,2275.519345
2413,FBgn0027550,-0.182541102,7.335424144,0.009061327,2396.06275
2414,FBgn0027552,-1.019034647,7.031382496,2.44E-39,904.06275
2415,FBgn0027553,-0.022391249,4.004088311,0.878459113,2041.06275
2416,FBgn0027554,0.055459747,5.797292309,0.503174321,1988.06275
2417,FBgn0027556,-0.562176092,1.273243633,0.218676849,3156.91721
2418,FBgn0027558,0.161674775,5.352491449,0.091722176,2699.06275
2419,FBgn0027560,-0.209598645,5.731291166,0.220039169,2735.06275
2420,FBgn0027561,-0.124463273,6.926266084,0.060764728,3103.308787
2421,FBgn0027562,-2.021358578,1.518063026,5.99E-08,2238.06275
2422,FBgn0027563,-1.114620578,1.002357166,0.008947714,1264.06275
2423,FBgn0027564,-0.127127654,5.064591016,0.180386562,1835.06275
2424,FBgn0027565,0.832980652,4.647673309,1.82E-12,1338.06275
2425,FBgn0027567,-0.099013388,8.73977879,0.112839202,2971.416745
2426,FBgn0027568,-0.195227373,6.118604962,0.011874198,3914.327977
2427,FBgn0027569,0.192952407,5.981071177,0.016151957,2143.731272
2428,FBgn0027570,-0.561150346,6.060889596,0.000228059,2603.452578
2429,FBgn0027572,-0.060693939,5.182700723,0.570591458,2321.06275
2430,FBgn0027574,0.410819137,4.293942112,0.000217637,2116.203671
2431,FBgn0027575,-0.013590815,9.356095714,0.859947736,3792.546378
2432,FBgn0027578,-1.361740884,3.454678443,2.28E-11,2138.06275
2433,FBgn0027579,0.430979478,6.236567008,1.80E-07,3079.330664
2434,FBgn0027580,-0.26878815,7.022203686,0.000151968,4104.64223
2435,FBgn0027581,-0.296186412,5.980190022,0.026224609,3560.06275
2436,FBgn0027582,-0.143644295,5.780243472,0.136948428,4142.06275
2437,FBgn0027583,-0.255508018,4.458637648,0.021783324,1065.06275
2438,FBgn0027584,-2.846464206,2.090896793,8.27E-11,1720.901204
2439,FBgn0027585,0.071986263,5.559295017,0.498860159,4230.764238
2440,FBgn0027586,-2.176264769,4.170501416,2.12E-33,859.06275
2441,FBgn0027587,0.158499767,5.843003685,0.05672307,2898.354301
2442,FBgn0027588,-0.362580366,9.132184233,2.43E-09,2955.767885
2443,FBgn0027589,0.054200874,6.615753664,0.420373022,3931.06275
2444,FBgn0027590,-0.400299365,7.337622982,1.58E-06,702.6120509
2445,FBgn0027592,-0.16441179,4.96485424,0.098969622,2407.06275
2446,FBgn0027594,0.197011007,8.331668648,0.003170004,3312.365293
2447,FBgn0027596,-0.103030437,7.080646088,0.202624596,1898.554611
2448,FBgn0027597,0.068910854,4.335375137,0.547420892,1251.06275
2449,FBgn0027598,0.248636006,8.665476946,0.000316964,2425.779204
2450,FBgn0027599,0.033888195,4.274789785,0.779028439,1572.06275
2451,FBgn0027600,1.153830354,-1.59650258,0.497031811,960.5120707
2452,FBgn0027601,0.070255438,7.598806617,0.437870806,2417.679006
2453,FBgn0027602,0.223761605,3.003699614,0.156117956,3941.454058
2454,FBgn0027603,0.073250614,6.685376428,0.34850508,5313.06275
2455,FBgn0027607,0.031950125,5.919778888,0.689421713,2596.06275
2456,FBgn0027608,0.3279451,9.60727865,2.61E-07,1742.353917
2457,FBgn0027609,0.115223468,5.03611806,0.235273994,1564.06275
2458,FBgn0027610,-0.511598072,6.783916823,1.33E-08,1372.914325
2459,FBgn0027611,-1.705904717,7.632707859,1.34E-58,3314.06275
2460,FBgn0027615,-0.242885238,4.321292788,0.066210714,1428.359352
2461,FBgn0027616,0.216847289,9.510642583,0.001487425,3261.340426
2462,FBgn0027617,-0.050644937,2.767495166,0.812991825,1858.06275
2463,FBgn0027619,0.082794619,6.328365721,0.294799831,1043.287896
2464,FBgn0027620,0.266519951,5.48466381,0.032558372,4894.06275
2465,FBgn0027621,0.03479642,7.400017692,0.593933119,2959.264117
2466,FBgn0027654,-0.402262558,9.456446402,1.07E-07,1670.618756
2467,FBgn0027655,-0.11284119,7.273378002,0.233395933,11585.10207
2468,FBgn0027657,-0.444970654,6.875298603,4.79E-07,958.1574265
2469,FBgn0027660,-0.292447314,4.676690421,0.054207947,3081.301247
2470,FBgn0027779,-0.140316282,7.949055334,0.034258573,2011.472904
2471,FBgn0027780,0.080088734,5.459713639,0.453374483,3211.107198
2472,FBgn0027783,0.659286022,3.481149172,8.13E-05,3505.06275
2473,FBgn0027784,0.168632791,3.268218616,0.25486334,1119.06275
2474,FBgn0027785,-0.241014179,5.986966839,0.043891194,463.314375
2475,FBgn0027786,-0.289466264,6.344519936,0.000434678,1249.161628
2476,FBgn0027788,0.44519227,2.25840613,0.027978632,1502.06275
2477,FBgn0027790,-1.359593077,0.554226688,0.002437297,910.2432051
2478,FBgn0027791,0.308242717,3.100828211,0.040627574,1449.06275
2479,FBgn0027793,0.474640938,0.372185776,0.267583076,685.15925
2480,FBgn0027794,-0.198259172,5.21985846,0.026078701,3197.06275
2481,FBgn0027795,-0.567131509,3.364733405,0.000125615,1528.06275
2482,FBgn0027835,0.016824652,7.202883824,0.79961073,5463.03026
2483,FBgn0027836,0.946501511,6.136141981,1.33E-33,2495.306617
2484,FBgn0027841,-0.078676859,3.038032485,0.600481832,1261.06275
2485,FBgn0027843,-0.752989618,3.052916069,0.000192574,1524.031043
2486,FBgn0027844,-0.446995892,8.853038363,9.73E-08,1271.06275
2487,FBgn0027864,-0.262326868,2.564851393,0.133342514,1122.06275
2488,FBgn0027865,-0.002236939,6.977843547,0.983154404,3158.06275
2489,FBgn0027866,0.123154015,7.297674149,0.094900292,3028.053794
2490,FBgn0027868,-0.050855282,4.033591863,0.661080925,2530.06275
2491,FBgn0027872,0.087152165,5.062639785,0.3466864,1197.06275
2492,FBgn0027873,-0.12022644,2.962126314,0.499315785,2246.06275
2493,FBgn0027889,-0.20590248,2.966786238,0.19451586,1814.064379
2494,FBgn0027903,0.241479582,3.20051523,0.17540262,1202.06275
2495,FBgn0027929,-0.334023217,-0.287173613,0.60782272,1101.06275
2496,FBgn0027930,0.126078037,3.933699955,0.31758366,1283.716571
2497,FBgn0027932,-0.515613432,6.6798184,1.72E-11,2321.147563
2498,FBgn0027934,-2.312893836,-1.950441625,0.514364933,1164.710139
2499,FBgn0027945,-0.03216874,4.872131158,0.790020509,715.120375
2500,FBgn0027948,-0.071184395,8.276666058,0.239797731,7038.926017
2501,FBgn0027949,2.406132071,-1.16604466,0.046252558,1183.271843
2502,FBgn0027950,0.136345509,5.719666936,0.175479068,841.5822839
2503,FBgn0027951,0.288989044,7.942571718,2.09E-05,4666.912038
2504,FBgn0028292,-0.029686993,4.807813195,0.797415456,2785.06275
2505,FBgn0028325,-0.302233077,8.339030966,5.33E-06,1637.991279
2506,FBgn0028327,-0.091327453,6.610634213,0.237693016,1665.529786
2507,FBgn0028331,0.328232346,7.897099317,5.74E-07,3308.06275
2508,FBgn0028341,0.460606065,8.358182556,8.11E-13,4724.880215
2509,FBgn0028342,-0.364266835,7.150027219,9.14E-07,573.8480814
2510,FBgn0028343,0.510542798,6.390982686,3.59E-09,3463.056868
2511,FBgn0028360,0.268527915,5.559520013,0.006761067,2877.723025
2512,FBgn0028369,0.128658957,5.937229673,0.16765678,5091.903672
2513,FBgn0028370,-0.179823978,7.068218547,0.008884927,4496.559955
2514,FBgn0028371,-0.003449197,4.917454536,0.978792971,5896.174083
2515,FBgn0028372,0.043021801,5.27529374,0.664135296,2255.211506
2516,FBgn0028374,-0.457484177,7.949977693,4.40E-08,848.06275
2517,FBgn0028375,-0.212478796,5.108049575,0.027949136,2945.06275
2518,FBgn0028379,0.722924454,-0.799100637,0.426277913,727.1075
2519,FBgn0028380,-0.143739548,3.906873391,0.303397173,1770.6144
2520,FBgn0028381,-1.030148511,-1.311745026,0.579637649,924.7848201
2521,FBgn0028382,0.056842905,3.817117405,0.724080861,801.068375
2522,FBgn0028387,0.012578132,4.795489316,0.904667274,2737.901283
2523,FBgn0028394,-0.669276783,1.099274077,0.034445535,1295.321562
2524,FBgn0028396,0.289925649,3.713324745,0.197056825,394.460875
2525,FBgn0028397,0.212066402,7.963540646,0.011752552,7213.184806
2526,FBgn0028398,-0.321137062,4.614706,0.005098685,479.294625
2527,FBgn0028399,0.017856725,8.615822572,0.785494765,1561.458223
2528,FBgn0028400,-0.134343081,9.789637202,0.036187897,2918.06275
2529,FBgn0028402,0.211164055,3.83702995,0.107454536,1436.286201
2530,FBgn0028406,0.35161946,6.116948984,1.61E-05,1961.06275
2531,FBgn0028407,-0.506859957,6.017740763,6.34E-08,1581.400998
2532,FBgn0028408,-0.070847295,7.160060655,0.312915829,5632.446026
2533,FBgn0028410,-0.001353081,-1.950239049,1,1123.92078
2534,FBgn0028411,0.052157163,3.401100333,0.781205378,345.1908187
2535,FBgn0028412,2.044475306,-0.872665524,0.064182465,1114.383694
2536,FBgn0028415,2.009752352,3.053967392,0.003027008,79.188625
2537,FBgn0028416,0,-2.120239339,1,79.93075
2538,FBgn0028418,-0.469755538,3.975788443,0.002648013,441.347
2539,FBgn0028421,0.092869721,7.282813423,0.146123179,3363.676627
2540,FBgn0028422,-0.40963511,0.008452405,0.480714978,2895.06275
2541,FBgn0028424,0.039440556,5.143633388,0.709049664,1310.06275
2542,FBgn0028425,0.026555126,5.209015979,0.797784657,1905.165549
2543,FBgn0028426,-0.226054553,3.231574582,0.178013719,2522.06275
2544,FBgn0028427,0.082077217,5.240705133,0.384969051,1488.433979
2545,FBgn0028429,0.025772542,5.817436727,0.763000439,1376.436408
2546,FBgn0028430,-2.805439836,-1.872285119,0.2715474,370.5544898
2547,FBgn0028434,0.258540205,2.574012004,0.163092223,765.076375
2548,FBgn0028436,-0.400658906,3.533018876,0.008150155,1145.06275
2549,FBgn0028467,-0.108506253,5.486487206,0.202257268,3206.06275
2550,FBgn0028468,0.204514141,2.897851395,0.226734647,1537.06275
2551,FBgn0028471,-0.059302154,6.283956295,0.416746329,3305.06275
2552,FBgn0028473,1.029088326,7.893959708,3.53E-28,2033.748431
2553,FBgn0028474,-0.050323291,5.568025965,0.591359805,3660.074417
2554,FBgn0028475,-0.118962439,5.915697506,0.157036391,2837.432196
2555,FBgn0028476,0.108260989,6.63363347,0.165918672,4666.498448
2556,FBgn0028479,-0.605053946,5.928395762,4.24E-08,2543.051129
2557,FBgn0028480,-0.316945551,8.457565809,0.000113435,2906.06275
2558,FBgn0028481,-0.242464382,8.568183836,0.001203382,3950.513432
2559,FBgn0028482,0.430984322,9.226577421,1.68E-06,2545.06275
2560,FBgn0028484,0.272217594,6.42786248,0.000246921,4208.06275
2561,FBgn0028487,0.264072175,6.545021768,0.000836799,2234.561133
2562,FBgn0028490,0.160454976,10.66311256,0.017096375,2199.832047
2563,FBgn0028491,-0.035429228,3.621114076,0.841578224,2800.031297
2564,FBgn0028494,0.128717664,9.777894543,0.0445608,4113.330467
2565,FBgn0028496,0.079723533,9.208195931,0.227416246,6461.055977
2566,FBgn0028497,0.038914336,8.19006744,0.563190881,2727.013961
2567,FBgn0028499,0.050349693,6.480760782,0.516833562,2422.650551
2568,FBgn0028500,-0.044097235,6.589188141,0.503381567,4680.695263
2569,FBgn0028504,0.050475105,3.997120231,0.713538018,3180.117918
2570,FBgn0028506,0.665594406,2.974487981,0.000103083,1343.06275
2571,FBgn0028507,0.27501818,5.263965405,0.00627138,1444.537724
2572,FBgn0028509,0.061087336,6.56191753,0.443685036,3593.624083
2573,FBgn0028513,1.71345425,-0.873244298,0.064751916,1499.003344
2574,FBgn0028514,0,-2.120239339,1,2647.06275
2575,FBgn0028515,0.228528928,4.422171468,0.02491632,1191.307315
2576,FBgn0028516,-0.806153852,0.200462617,0.244525693,1558.516386
2577,FBgn0028517,-0.719286798,-1.8725905,1,767.4594186
2578,FBgn0028518,-2.355251262,-1.534764344,0.142981269,2102.236611
2579,FBgn0028520,0.00522104,-1.95037582,1,764.9544456
2580,FBgn0028523,-0.384282024,6.517103736,3.60E-08,1655.25877
2581,FBgn0028525,2.205443087,-1.261860969,0.033158196,2076.832357
2582,FBgn0028526,-1.143799964,5.149535469,5.70E-10,1004.407238
2583,FBgn0028527,0.08851241,2.108090442,0.770664721,2053.222703
2584,FBgn0028530,-0.059158106,3.636687167,0.67316349,1248.06275
2585,FBgn0028531,1.571981006,-1.476406443,0.262190818,1628.931306
2586,FBgn0028532,0.849091967,-1.661102552,0.746314768,687.9681148
2587,FBgn0028533,1.214852202,-0.366245453,0.34810828,909.6667602
2588,FBgn0028534,0.092870992,-0.288728023,0.911323944,738.095625
2589,FBgn0028538,-0.071847245,6.546284473,0.333135834,5633.06275
2590,FBgn0028539,-0.14324272,6.671125672,0.065016179,4701.358714
2591,FBgn0028540,0.133408027,4.580231664,0.195664326,1885.21384
2592,FBgn0028541,-0.211116147,6.830171639,0.001926037,2276.722563
2593,FBgn0028542,0.21392951,3.523383584,0.1676875,1293.06275
2594,FBgn0028543,-0.491913444,3.644205491,0.002999412,1250.06275
2595,FBgn0028544,-2.333908778,-1.53461283,0.097631858,1224.892815
2596,FBgn0028546,-0.116402039,4.20593325,0.390520678,886.6547176
2597,FBgn0028550,0.031878559,5.666446171,0.748800926,6833.639582
2598,FBgn0028552,-0.279131753,7.278256807,0.001404754,932.06275
2599,FBgn0028554,-0.062504579,5.563683428,0.534502644,1530.053052
2600,FBgn0028560,1.378777185,-1.166832087,0.266821972,1502.723149
2601,FBgn0028561,2.322299553,0.04974926,7.87E-05,1401.964658
2602,FBgn0028562,0.882495295,2.475666713,3.56E-05,1423.06275
2603,FBgn0028563,0.588740941,2.888144578,0.000498247,2227.06275
2604,FBgn0028567,0.809735747,-1.075449061,0.410853705,428.0577771
2605,FBgn0028569,0.008524225,-1.798522463,1,488.0884818
2606,FBgn0028570,1.244615376,-1.798455887,0.645669276,274.612165
2607,FBgn0028572,0.308268884,7.7033599,4.08E-06,2137.040035
2608,FBgn0028573,-1.039100012,1.552243688,0.00115491,5350.06275
2609,FBgn0028577,0.273142448,9.956651415,0.001516975,3230.323809
2610,FBgn0028579,-0.046726725,7.291707418,0.476028437,3151.06275
2611,FBgn0028581,0,-2.120239339,1,4820.06275
2612,FBgn0028582,-0.013111787,7.237972622,0.844681219,3743.247768
2613,FBgn0028583,-3.604014114,4.087689254,0.004393367,405.42875
2614,FBgn0028622,-0.421215233,0.86719664,0.318516791,1632.06275
2615,FBgn0028644,-0.218603623,6.264825755,0.006771523,4510.06275
2616,FBgn0028645,-0.01034267,6.617099463,0.893323981,2422.175364
2617,FBgn0028646,-0.128765458,6.877428161,0.101678369,2670.271219
2618,FBgn0028647,-0.168471237,5.099192118,0.089291749,4416.06275
2619,FBgn0028648,-0.236763932,4.643485892,0.031539054,554.23975
2620,FBgn0028658,0.225392315,4.318055589,0.059707301,2818.06275
2621,FBgn0028662,-0.284624067,8.113008851,2.00E-05,1167.026334
2622,FBgn0028663,0.475417357,6.354110599,3.11E-10,570.5997792
2623,FBgn0028664,0.347706138,3.561190472,0.010666168,663.186375
2624,FBgn0028667,-1.570215852,-2.033021593,1,408.125
2625,FBgn0028668,0.002913453,-1.950150337,1,407.8815425
2626,FBgn0028669,3.460956406,-1.72796797,0.076974036,2752.37698
2627,FBgn0028670,-0.513537263,4.771574854,0.000650283,2824.689923
2628,FBgn0028671,-0.166599502,9.454849836,0.005762382,2746.1134
2629,FBgn0028675,-0.572003395,2.658960007,0.017667919,7208.06275
2630,FBgn0028683,-0.101203695,3.39151559,0.521703339,273.534875
2631,FBgn0028684,-0.110849196,5.244777128,0.25022534,1442.06275
2632,FBgn0028685,-0.221814659,5.698193029,0.023849336,1280.06275
2633,FBgn0028686,-0.125813505,5.656190408,0.137790467,1248.596399
2634,FBgn0028687,-0.254792286,5.959487669,0.004340228,1330.06275
2635,FBgn0028688,-0.341361867,5.095627813,0.000911928,1208.06275
2636,FBgn0028689,0.060844575,5.776545713,0.465591819,1639.541608
2637,FBgn0028690,-0.105764248,6.103685643,0.191292822,1712.06275
2638,FBgn0028691,-0.482957575,5.47141507,6.14E-07,1174.940102
2639,FBgn0028692,-0.253174683,5.926254467,0.001058277,3158.033177
2640,FBgn0028693,-0.314522378,4.961800707,0.002095886,810.066125
2641,FBgn0028694,0.11634088,5.386730999,0.206004976,1023.06275
2642,FBgn0028695,-0.294234674,6.070034706,0.000246181,2856.06275
2643,FBgn0028697,0.210684448,9.35939763,0.00251018,532.5022466
2644,FBgn0028699,-0.205538579,9.168322642,0.023080201,1782.267283
